0	1	2	3	4	5	6	7	8	9	10
ENSG00000138777	0.0303426931568725	0.114196274678119	-0.253841548146705	-0.27776270167013	0.0364741219800812	0.209678951430159	0.108957126096265	0.23191491975506	0.0511764393922008	-0.305367015769599	-0.305367015769599
ENSG00000169427	0.692321477424598	-0.18376018065513	-0.365896122143634	-0.846708599603824	0.0660013314846207	0.62008690767177	0.186643211832656	-0.987193245455796	-0.734356805774352	-0.988632013331763	-0.870337215979325
ENSG00000181333	-0.0480904067242239	-0.0378290422312314	0.105812283588277	-0.0117796515837334	0.0563789688741103	-0.0393224126906812	-0.010139734865696	-0.0253411523851462	-0.115776936579185	0.0975551292314769	0.251589962552088
ENSG00000272781	-0.199480502221013	-0.202956966599357	-0.182903389442631	-0.19685162355623	-0.171862605867702	-0.206694428554431	-0.099073576570508	2.14866339965739	-0.127224073622327	2.72619323397771	4.83504944222016
ENSG00000164615	-0.162623557293432	-0.170784361949932	-0.0542893624350226	0.480974859547649	-0.0577288188817623	-0.18028633385841	-0.18028633385841	0.970327592426723	-0.18028633385841	0.0961225119905666	2.36152403491209
ENSG00000143751	0.0457123474368357	0.0940749367503995	-0.0977970471372692	0.0221310597250444	-0.202832646720286	0.151790366328525	-0.196811035619429	0.0482418390505204	-0.155186713135487	0.240716018605553	-0.0884010739196678
ENSG00000132716	-0.00772923891703585	0.890006207901813	-0.355978180553676	-0.177199888150847	-0.200000631294214	-0.151170045532994	-0.379871147540346	-0.523174821025068	0.175039863312983	-0.797350707429846	-0.765523092360438
ENSG00000144868	-0.21369292632553	-0.215677284122755	1.43138050458609	-0.143217224789494	-0.233542564872883	-0.233542564872883	-0.223168534908974	0.0386381458797175	-0.233542564872883	-0.233542564872883	-0.233542564872883
ENSG00000154813	-0.0697507326909053	0.112524042279637	-0.111219930115034	0.030816746672773	0.131341388977757	0.0747675830790797	-0.203107773604302	0.357391654427841	-0.071039957342632	-0.361622573078954	-0.211957970509406
ENSG00000136754	0.34730611725553	-0.0377246033656929	-0.385359546104485	-0.378713342411621	-0.154560191217387	0.51147598616345	-0.281161036226921	-0.120972983120163	-0.121871385403057	-0.0102087011287331	-0.201817700327194
ENSG00000158411	-0.0878330181941271	0.110959248895017	-0.0875415193754552	0.22640182617047	0.0554926432595798	-0.250796886206199	-0.270964017842921	0.406494997373857	0.215746247205897	-0.149525061100095	0.0415702492722378
ENSG00000267979	-0.0153650548744507	-0.202668862181607	-0.0136667579832335	0.005045951531008	-0.118419034682297	0.427096415316557	0.346249202038946	-0.0322155102286417	0.0583033804627982	-0.230370110037416	-0.586152626223796
ENSG00000116679	-0.0553952999541596	-0.100139689337372	0.289001422617377	0.326160903014789	-0.303160234510132	-0.104607117745945	-0.142925712560975	0.298721865429143	-0.307346213798158	-0.112520052201911	0.474315546873653
ENSG00000066583	-0.0346665883329474	0.000925379311572729	0.0455340043801551	-0.0222456718265167	0.0676594478051525	-0.0570477128561586	-0.0959506905000834	0.111999139160141	0.0674620681592171	0.358052499656446	-0.0428373730874492
ENSG00000146067	-0.131894539161929	0.0396462784380127	0.127448663876368	0.351953979050169	-0.13831619992667	-0.247659386806396	-0.336211717464691	0.520176944829744	-0.0828634833244398	0.175026772230324	0.807788309111142
ENSG00000269711	0.0359894796036471	-0.000655231752885964	-0.171590591449079	-0.11340456406153	0.125580180095658	-0.0886661507361537	0.116400403727143	-0.0191099221220082	0.0415696529308082	0.569963110676495	-0.189804308982841
ENSG00000113384	0.0242162456735711	-0.0442309672204041	-0.203705996420524	-0.0755265443464894	-0.0188645407881976	0.217653738690383	0.454162020199024	-0.203555097070069	-0.258798727714796	0.555043474084553	0.0969033950012051
ENSG00000162892	-0.178701706133722	0.281604846862129	-0.088523470310437	-0.00878647828054501	-0.14468856495277	-0.182461328458245	-0.227121523372372	0.482390072422305	0.854619135637761	0.151847436381107	-0.220213016657333
ENSG00000160972	-0.00960058415011049	0.135933696297765	-0.16204401482141	-0.0836167976636834	0.259909193214716	-0.143797732983679	-0.328163460479364	0.158149765701657	0.313307164089613	-0.217088316171299	0.378953992444183
ENSG00000165609	0.0868555197779754	0.153909600814195	-0.31838362277594	-0.113840815948137	0.0461387200321307	0.0877727837833364	0.00711720000754773	-0.120088216223281	0.0387632865005519	-0.252555818771246	-0.370324653294301
ENSG00000204479	-0.25322017035927	0.028424220806701	0.108042576172373	0.146329020422554	0.333070308883637	-0.239130413626582	-0.0472942440638444	0.588304640920823	0.0649149118509719	-0.23939112479928	0.587512815218986
ENSG00000072080	-0.0886020743455466	0.126926320507874	-0.0455842725258026	-0.0468130185828049	-0.0536080586171294	-0.00864116981551871	-0.212252699042222	0.311573501421772	0.389467427422008	0.290954196403528	-0.0125372984940475
ENSG00000167195	0.144405781945521	0.0468131122761634	-0.165373462601154	-0.283720998473005	0.0122943734751377	0.201623899768864	0.19767541813446	-0.339422706499874	-0.191696388153196	-0.326616763286261	-0.208100152573025
ENSG00000127561	-0.00412365872184241	0.552166397670137	-0.20175940675891	-0.580976726274547	0.422579218195469	-0.134518812400394	0.34432696840576	-0.622862642165495	-0.280519818875673	-0.617551689420559	-0.645335086718463
ENSG00000106852	0.0227771414096815	-0.00772925918512354	-0.109583338636666	-0.117592693099305	0.0769751650539678	0.0943175353313278	0.353411080136967	-0.132005402954969	-0.0980038429859617	-0.295775219998443	-0.295775219998443
ENSG00000171766	-0.0590628715778871	0.0138382811732339	0.0593847020810126	0.0014120283919489	-0.0662429098374616	0.0510971467833466	-0.103875010943071	0.0816716632519244	0.0945686179932136	-0.103875010943071	-0.103875010943071
ENSG00000133316	-0.136412085496709	-0.215016716398007	0.444549807651588	0.0296575536566889	-0.434959282587632	-0.108902530024152	-0.163924936682477	1.04183829297669	0.0699961105943958	2.18812386435948	-0.488083843649179
ENSG00000072195	-0.0351047010957548	0.272371025883505	-0.390455115649084	-0.309218166631624	0.110502488797092	0.477198723759286	0.483343576608574	-0.298773516510192	-0.313354096688361	-0.440330664767564	-0.391056737233366
ENSG00000078246	-0.0249478493283261	0.482751502066564	-0.18951425992347	-0.040170782289607	-0.105036952685165	-0.109539663008021	-0.0970796912235879	-0.361881859844204	-0.0245698402639347	-0.336857626724286	-0.286950678797755
ENSG00000128791	0.0456187334038732	-0.0507495119208413	-0.0131355262878696	-0.0781318973585442	-0.0781318973585442	-0.0781318973585442	-0.0781318973585442	0.239378435009663	-0.0781318973585442	-0.0781318973585442	-0.0781318973585442
ENSG00000119446	0.0479911723467562	0.530620312204034	-0.512615217514273	-0.520272762746684	0.428311252714545	0.143654494379558	0.597970987477413	-1.12919002453725	0.0221211817765276	-1.00924328595002	-0.924303581032194
ENSG00000185681	-0.0518470817910381	-0.0119820680447116	-0.0129810944741234	-0.12892231727133	0.259931698768923	-0.0542712080094184	-0.0770878675612364	0.501556060002557	-0.0334891866313375	-0.157980236356728	-0.157980236356728
ENSG00000137941	0.0759652052024456	-0.0177247974552073	-0.0673053880805218	-0.0899461034552219	0.0726643522959995	0.0159886266929485	-0.111051284374412	-0.0975715617618146	0.0353997443170656	-0.103060192845876	-0.154033289944444
ENSG00000128563	-0.0733919591042676	-0.0733919591042676	-0.0733919591042676	-0.0650578653155788	-0.0733919591042676	-0.0733919591042676	-0.0733919591042676	1.13735416243852	0.0337717851415225	-0.0733919591042676	-0.0733919591042676
ENSG00000119421	-0.0313277589988499	0.0974570954122782	-0.126219403133906	-0.0355982808930764	0.0667769524095772	-0.0330669886471787	0.0913947639439514	-0.0451669235441861	0.0921188292195894	0.139426719516082	-0.134278633845511
ENSG00000083097	0.215223558715461	-0.277540413013222	-0.0440878401852612	0.0245668736336315	-0.120832173533841	0.314626501345072	-0.120988526297355	-0.0192962865114656	-0.276448219707701	-0.496483136223602	0.0440912728928028
ENSG00000076258	0.0150379371449126	-0.291719377116042	-0.110812878055322	0.706964104820853	-0.194685552056245	-0.331147712367204	0.806912549824674	-0.497160597661616	-0.0303417024146685	-0.391302926163843	0.165542651722639
ENSG00000131697	-0.0451446884867989	-0.00566264558883618	-0.140353196477161	-0.142012814721669	0.0301673490597021	-0.0905248889732281	0.782574832108637	0.0229411873392606	-0.153350091322546	0.196765429067887	-0.0174894979871238
ENSG00000187730	-0.0189413883697067	-0.0452854762858594	-0.0941500924492003	-0.00514753343549811	-0.0338573410760495	-0.0502115044128774	0.328306533077893	0.119532338981121	0.0608811110742808	0.140089746419624	-0.251447847045049
ENSG00000180044	-0.0881209014871632	0.251487877575711	-0.196074798926726	-0.260726572701381	0.139345818497278	0.11290049472262	0.08349344642008	-0.0498568217593985	0.29794449958667	-0.298732428553145	0.220888564290277
ENSG00000064195	0.0457439313316437	0.0531745937379001	-0.100867300092803	-0.126936151269117	0.132678235068219	0.00845941252537522	0.0771583635290974	-0.0647939204405447	-0.204988674211935	-0.0739712119454949	-0.250174572827482
ENSG00000137073	0.0382207469695621	0.0591931489018224	-0.0971740324719992	0.0234741224516296	-0.00347296280197153	-0.0425565624955982	0.0582512332231342	-0.196892071338713	-0.0491601876974745	-0.0927572717507782	-0.289224063129989
ENSG00000164256	0.0501643071067576	-0.103397564615443	-0.0415431665290388	0.0857724426977217	-0.0458195066723744	0.0271546839179317	0.00307843216533766	0.123771053032484	-0.324563543220312	0.657419310806301	0.00913783207651594
ENSG00000125551	-0.127845265170445	-0.180334590077747	0.136437073718626	0.286377743736301	-0.17079398944922	-0.152846436976586	-0.254693912854778	1.24074288158407	-0.262953979999166	0.672985694815569	0.840951529794272
ENSG00000117748	-0.0489552949746848	-0.0471747174645099	-0.0192462837140302	-0.0277093507560346	0.0208845138688601	-0.0938835600788935	-0.0938835600788935	0.136450710753253	0.522003254922888	-0.0938835600788935	-0.0938835600788935
ENSG00000071282	-0.440475865506967	-0.444285405215465	1.13833108807176	1.79410224397106	-0.44650720933409	-0.459883950290989	-0.379070489540038	-0.303344705529974	-0.468528150002539	0.0590557193685048	-0.451339556358532
ENSG00000112992	-0.0225937891375852	-0.312928609178256	0.0869286881114423	0.380769298946284	-0.308625107883492	-0.0376103742178788	-0.3717933893351	0.604086540008426	-0.319931649665445	3.03600710237818	1.03139451022236
ENSG00000081307	0.0958611554220111	0.175710647770618	-0.550264190569222	-0.342310120990383	0.892628215251589	0.0296968630150976	-0.286322386340671	-0.126594785908419	-0.238646038044512	0.786518946342004	-0.362230917815649
ENSG00000143469	0.0324040227208042	-0.0417425667254657	0.235020697198257	-0.133906682146644	-0.0124389577414455	0.0914557529568344	0.0017075521871394	-0.289275310674771	-0.222942484832519	0.0842339837550994	-0.289275310674771
ENSG00000171735	0.0216773835167758	1.31130708182105	-1.08540856502706	-1.06798660064458	0.399384471549988	0.101888759070896	0.754966814681564	-1.08412226710688	-0.00610970552208697	-1.05560303375524	-1.11655080993989
ENSG00000177272	0.00431156940395596	-0.100995456637109	-0.64957256548002	-0.458084564256111	0.853562199253265	0.22706412144593	1.51794913498582	-0.312215812569454	-0.473320209103729	-0.423322829179325	-0.557991541935191
ENSG00000168826	0.211608721820289	-0.0831524088863783	-0.171742818105791	0.200565672588023	-0.0597718870352162	0.207380370213931	-0.172322027949237	-0.315412589370665	-0.461960667201621	-0.901296759586743	-0.263179327746988
ENSG00000084092	-0.0585083897291393	-0.0728994489004963	-0.00609882210918176	0.20503429718694	0.102704669326403	-0.0168339321019996	0.0400615903849046	0.0246306830605471	-0.15037781712818	-0.104598997881612	0.42162132419901
ENSG00000165916	-0.141093744279475	0.0708088622204378	0.0888106960502054	0.109440072437636	0.0430166617824521	-0.200884384472351	-0.465148418240383	0.780465343152096	0.189230842056434	-0.169976397657952	0.76117527499925
ENSG00000186111	-0.133351423329078	-0.00539050565205107	0.148503500692325	0.457409768653648	-0.143554056018112	-0.131984740263005	-0.421595154282885	0.418545752373542	0.0361893435245439	0.145528673117686	-0.14626479403349
