ENSG	ClusterVSMC	ClusterMono.1	ClusterEC.1	ClusterMacro	ClusterMono.2	ClusterFibro.1	ClusterEC.2	ClusterFibro.2	ClusterNeuron	ClusterEC.3
ENSG00000186092	0	0	0	0	0	0	0	0	0	0
ENSG00000235249	0	0	0	0	0	0	0	0	0	0
ENSG00000185097	0	0	0	0	0	0	0	0	0	0
ENSG00000187634	0	0	0	0	0	0	0	0	0	0
ENSG00000188976	0	4.02682392278864	0	0	2.37316470806457	0	0	0	0	0
ENSG00000187961	0	0	0	0	0	0	0	0	0	0
ENSG00000187583	0	0	0	0	0	0	0	0	0	0
ENSG00000187642	0	0	0	0	0	0	0	0	0	0
ENSG00000188290	0	0	0	0	0	0	0	0	0	0
ENSG00000187608	-15.3299401731676	3.83509585640151	4.37776578360015	0	0	0	4.85163074231443	3.16542638598533	0	0
ENSG00000188157	6.9161119229645	-6.5390872884117	3.43406501122143	-23.0546139030595	-23.0529532090538	-3.02665318835148	0	-4.28077226853879	0	0
ENSG00000237330	0	0	0	0	0	0	0	0	0	0
ENSG00000131591	0	0	0	0	0	0	0	0	0	0
ENSG00000162571	0	0	0	0	0	0	0	0	0	0
ENSG00000186891	0	0	0	0	0	0	0	0	0	0
ENSG00000186827	0	0	0	0	0	0	0	0	0	0
ENSG00000078808	-8.9895786811286	-3.69219747611192	0	-3.52431576562596	0	16.5967068719012	-6.39075370703138	5.6464317130654	-3.03752117069964	0
ENSG00000176022	0	0	0	0	0	0	0	0	0	0
ENSG00000184163	7.71135490062818	-8.61498646586297	-13.1429360890187	-5.54628678720704	-3.06077295568107	5.69436205316299	-8.02066255468385	0	0	0
ENSG00000160087	0	0	0	0	0	0	0	0	0	0
ENSG00000162572	0	0	0	0	0	0	0	0	0	0
ENSG00000131584	0	0	0	0	0	4.10199929266138	0	2.58910843387591	0	0
ENSG00000169972	0	0	0	0	0	2.27777532831829	0	2.86520220438059	0	0
ENSG00000127054	0	0	0	0	0	2.10699510727533	0	0	0	0
ENSG00000224051	0	0	0	0	0	0	0	0	0	0
ENSG00000169962	0	0	0	0	0	0	0	0	0	0
ENSG00000107404	0	0	0	0	0	0	0	0	0	0
ENSG00000162576	6.25110031115036	-26.9470630001145	-3.64038667441926	-14.623603590819	-13.9491526977994	16.4444198116404	-15.9109282656223	9.89555155711784	-3.01976647284661	-2.69717070685815
ENSG00000175756	0	-2.26087436675021	2.51052930225572	0	2.85660555745742	0	-3.35051976264921	-2.08483346565677	0	0
ENSG00000221978	-2.66271161664351	-7.29848527764572	0	0	0	0	0	0	0	0
ENSG00000242485	10.4908098270289	-8.06281176858064	-3.0739084357344	-2.78741143638295	0	0	-3.1696923716678	0	0	0
ENSG00000235098	0	0	0	0	0	0	0	0	0	0
ENSG00000205116	0	0	0	0	0	0	0	0	0	0
ENSG00000179403	0	-6.03026629562878	-6.13659842237316	-4.50677911296729	0	2.18032730917373	0	0	6.37030489114319	0
ENSG00000215915	0	0	0	0	0	0	0	0	0	0
ENSG00000160072	0	0	0	0	0	0	0	0	0	0
ENSG00000197785	0	0	0	0	0	0	0	0	0	0
ENSG00000205090	0	0	0	0	0	0	0	0	0	0
ENSG00000160075	0	0	0	0	4.15768969249382	0	0	0	-2.25646585578359	0
ENSG00000228594	0	0	0	0	0	0	0	0	0	0
ENSG00000197530	2.95115208492392	0	0	0	0	0	0	0	0	0
ENSG00000189409	0	-23.2343882979733	-25.1135258224459	-12.092018278538	-9.22463641651293	23.3859790007274	-16.2537882091299	16.3676213785412	-4.82418774879363	-8.88636511371482
ENSG00000248333	0	0	0	0	0	0	0	0	0	0
ENSG00000189339	0	0	0	0	0	0	0	0	0	0
ENSG00000008128	7.27388124354631	0	0	0	0	-4.23145545960621	0	0	0	0
ENSG00000215790	0	0	0	0	0	0	0	0	0	0
ENSG00000008130	-6.14968431673152	0	0	-3.60088641972032	3.65645651291937	3.67558356204098	0	2.6363459395282	-4.53204680505012	0
ENSG00000078369	0	0	4.20102349173456	-4.18034632155596	0	0	0	0	0	0
ENSG00000169885	0	0	0	0	0	0	0	0	0	0
ENSG00000178821	-18.4439761633336	0	0	0	0	16.4243995605495	0	3.2995108173528	0	0
ENSG00000142609	0	0	0	0	0	0	0	0	0	0
ENSG00000187730	0	0	0	0	0	0	0	0	0	0
ENSG00000067606	0	0	0	2.22973004693201	0	0	0	0	0	4.93572075715638
ENSG00000162585	0	0	0	0	0	0	0	0	0	0
ENSG00000157933	3.08523637576277	-4.13608265515051	0	-7.52764080374089	-4.57689622128923	4.9142731664625	-9.65440533369875	0	0	0
ENSG00000116151	0	0	0	0	0	0	0	0	0	0
ENSG00000157916	-2.98308654097578	-4.59982531081551	-5.27353497449096	-2.94515797916675	0	9.6990895476763	2.40022744599864	6.10247637528175	0	0
ENSG00000157911	0	0	0	0	0	0	0	0	0	0
ENSG00000149527	0	0	0	0	0	0	0	0	0	0
ENSG00000157881	0	0	0	0	0	0	0	0	0	0
ENSG00000197921	0	0	0	0	0	0	0	0	0	0
ENSG00000157873	0	0	0	0	0	0	0	0	0	0
ENSG00000157870	-6.71619944156215	11.9897403455574	-4.75040955252185	-5.40346808533391	0	0	-2.22864020273226	0	0	0
ENSG00000142606	0	0	0	0	0	0	0	0	0	0
ENSG00000215912	0	0	0	0	0	0	0	0	0	0
ENSG00000169717	0	0	0	0	0	0	0	0	0	0
ENSG00000142611	16.5362103700204	-11.3896314173477	0	-3.57186677922868	-7.96221982229608	-14.3292763430941	0	-12.3115199923986	0	-2.66760586097061
ENSG00000130762	0	0	0	0	0	0	0	0	0	0
ENSG00000162591	0	0	0	0	0	0	0	0	0	0
ENSG00000158109	3.97706225671261	-5.71243666432744	-5.42018608157818	0	-2.26755067940305	0	4.09128184552406	0	0	0
ENSG00000116213	0	0	0	0	0	0	0	0	0	0
ENSG00000078900	0	0	0	0	0	0	0	0	0	0
ENSG00000162592	0	0	0	0	0	0	0	0	0	0
ENSG00000235169	0	0	-25.7948790100966	-10.2612075296692	-10.2733072710718	7.97257240323367	-10.3616692602944	7.00871032173269	0	-28.777351013816
ENSG00000130764	0	0	0	0	0	0	0	0	0	0
ENSG00000116198	0	0	0	0	0	0	0	0	0	0
ENSG00000169598	0	0	0	0	0	0	0	0	0	0
ENSG00000198912	0	0	0	0	0	2.47251166416762	0	0	0	0
ENSG00000196581	0	0	0	0	0	0	0	0	0	0
ENSG00000131697	0	0	0	0	0	0	0	0	0	0
ENSG00000069424	0	0	0	0	0	0	0	0	0	0
ENSG00000116254	0	0	0	0	0	0	0	0	0	0
ENSG00000116251	-7.41788302684952	6.51011699398072	8.2620288665231	8.88715152456717	24.3994831662199	-2.6166768813343	0	0	0	0
ENSG00000158286	0	0	0	0	0	0	0	0	0	0
ENSG00000116237	0	0	0	0	0	0	0	0	0	0
ENSG00000173673	0	0	0	0	0	0	0	0	0	0
ENSG00000158292	-12.4264261681431	-13.6958249674728	-10.1948766650739	0	0	14.9441471524336	-13.6713124470772	5.16435338758112	0	0
ENSG00000097021	0	0	0	0	0	4.75944824458623	0	0	0	2.53777549866642
ENSG00000069812	0	0	0	0	0	0	0	0	0	0
ENSG00000187017	0	0	0	0	0	0	0	0	0	0
ENSG00000215788	0	0	0	0	0	0	0	0	0	0
ENSG00000171680	0	7.44908792461985	0	0	0	0	3.37583214780674	0	0	0
ENSG00000162408	0	0	0	0	0	0	0	0	0	0
ENSG00000173662	0	0	0	0	0	0	0	0	0	0
ENSG00000204859	0	0	0	0	0	0	0	0	0	0
ENSG00000162413	9.97689138617559	-9.1863887699295	-2.24246488812598	-5.12253751210038	0	0	-4.33063206922684	0	0	-3.61485267561759
ENSG00000116273	0	0	0	0	0	0	0	0	0	0
ENSG00000041988	4.67723060199725	-4.94241808076679	0	0	0	-2.45607745427697	0	0	0	0
ENSG00000007923	0	0	0	0	0	0	0	0	0	0
ENSG00000171735	18.0850902698755	-10.9551988807659	-6.2020847759676	-7.06518165129311	-4.52215457512671	-4.70063385304038	0	-6.88381009519715	0	0
ENSG00000049245	0	2.4710181912405	4.27490102045859	-5.26910510198886	0	-4.44303143931769	4.47420062640445	-3.36958661882988	0	0
ENSG00000049246	0	-11.3500828581489	-2.87540545109076	-8.63659014325929	-10.8950094278613	11.7359402163938	-2.75952907054205	6.92440809020036	0	0
ENSG00000049247	0	0	0	0	0	0	0	0	0	0
ENSG00000049249	0	0	0	0	0	0	0	0	0	0
ENSG00000116288	7.23681655186552	-2.12227334512983	-2.7398018591899	0	0	0	-7.3253018023583	0	0	0
ENSG00000116285	0	-13.6941736767574	-17.7963333784425	-10.8068682402457	-7.99907987846516	19.5487029265879	-14.3912806824308	21.421274145276	-2.57815331138202	0
ENSG00000162426	0	0	0	0	0	0	0	0	0	0
ENSG00000142599	2.46151509532688	0	-2.21484168526038	-5.62209922657172	-2.85659733759345	0	-6.82149272524046	2.73667775196133	0	0
ENSG00000074800	12.3657090240642	0	-6.10608675912556	0	6.85250556343825	-4.64147195216589	-3.42039528809239	-4.43203201224767	0	-2.07217985572569
ENSG00000131686	0	0	0	0	0	0	0	0	0	0
ENSG00000197241	0	0	0	0	0	0	0	0	0	0
ENSG00000142583	0	0	0	0	0	0	0	0	0	0
ENSG00000180758	0	0	0	0	0	0	0	0	0	0
ENSG00000049239	-7.2314041752362	-7.19507459822023	-7.53489805505759	-4.5998406319515	-2.48356747925501	10.5197330617718	-10.2264684917445	6.96905007491449	0	0
ENSG00000171621	11.125221315352	-16.8440940986914	0	-11.7797808452924	-5.13251719448147	0	-9.99575606882048	0	-2.63977693746794	0
ENSG00000171612	12.7658878088986	0	0	0	0	-6.1415601494935	0	0	0	0
ENSG00000188807	0	0	0	0	0	0	0	0	0	0
ENSG00000171608	0	5.39260501598157	0	4.15887988434453	4.20276573018497	0	0	0	0	0
ENSG00000179840	0	0	0	0	0	0	0	0	0	0
ENSG00000171603	5.62686971615736	-16.8267330195704	4.3945904676856	-10.8845601031792	-7.64248676107284	2.55070743582409	-4.11313271712907	0	0	0
ENSG00000178585	-6.69081758046032	0	0	-6.24452060790315	0	0	11.0239098798115	0	0	0
ENSG00000162441	0	0	0	0	0	0	0	0	0	0
ENSG00000173614	0	0	0	0	0	0	0	0	0	0
ENSG00000162444	0	0	0	0	0	0	13.6196447298378	0	0	3.70259673084624
ENSG00000130939	4.01806842198859	-2.25684402657494	-3.22275401595231	0	0	0	-5.16475048506891	0	0	0
ENSG00000054523	0	0	0	-7.34989326439045	-3.48448820450195	0	0	3.49894546963376	0	0
ENSG00000142657	-4.28838679302359	4.01639226055926	-2.99258172487291	0	4.67874888387062	0	0	5.50227888634208	-2.30425238831725	-2.19364951776434
ENSG00000175279	0	0	0	0	0	0	0	0	0	0
ENSG00000241563	0	0	0	0	0	0	0	0	0	0
ENSG00000160049	0	0	0	0	0	0	0	0	0	0
ENSG00000142655	0	-2.36087432161271	0	0	-2.54183284016132	0	0	0	0	0
ENSG00000130940	0	0	0	0	0	0	0	0	0	0
ENSG00000175262	0	0	0	0	0	0	0	0	0	0
ENSG00000120948	2.7136639213999	0	0	0	0	0	0	0	0	0
ENSG00000009724	0	0	0	0	0	0	0	0	0	0
ENSG00000116649	0	-7.83891358708389	-6.52784046569258	-3.9402205019835	0	9.44273670457304	-14.908159913888	6.53199292138202	-2.79291606373772	0
ENSG00000171824	0	0	0	0	0	0	0	0	0	0
ENSG00000198793	0	0	0	0	0	0	0	0	0	0
ENSG00000171819	0	0	0	0	0	11.0258095884965	0	0	0	0
ENSG00000120942	0	0	0	0	0	0	0	0	0	0
ENSG00000204624	0	0	0	0	0	0	0	0	0	0
ENSG00000116661	0	0	0	0	0	0	0	0	0	0
ENSG00000132879	0	0	0	0	0	0	0	0	0	0
ENSG00000116663	3.24849973614606	0	0	-2.10805600795009	0	0	0	0	0	0
ENSG00000116670	0	0	0	0	0	0	0	0	0	0
ENSG00000162490	0	0	0	0	0	0	0	0	0	0
ENSG00000177674	-8.62156226830797	3.46082371098176	0	0	0	0	0	6.5778510444576	0	0
ENSG00000215910	0	0	0	0	0	0	0	0	0	0
ENSG00000177000	0	0	0	0	0	0	0	0	0	0
ENSG00000011021	0	0	0	0	0	0	0	0	0	0
ENSG00000175206	0	0	0	0	0	0	0	0	0	0
ENSG00000120937	0	0	0	0	0	0	0	0	0	0
ENSG00000116685	2.30622251262139	3.2698614683286	0	0	0	-4.40218498384515	0	-2.49934886709141	0	0
ENSG00000083444	-7.38218010053296	0	0	-11.9501480830699	0	6.18164844662716	0	0	0	0
ENSG00000116688	10.244936577431	-4.52632859875219	-5.23537765176005	0	0	-2.48427483725702	-3.0639039479561	-3.71104755780567	0	0
ENSG00000116691	0	0	0	2.1575268900296	0	0	0	0	0	0
ENSG00000120949	0	0	0	0	0	0	0	0	0	0
ENSG00000028137	0	9.90480956671922	0	0	3.58058439261755	0	0	0	0	0
ENSG00000048707	6.08359063525403	0	0	0	0	-4.449720098204	0	0	0	0
ENSG00000162496	-4.07252686348477	14.9711908871679	-6.49353670102086	-12.1300072296036	0	-9.68316867590057	8.93163987260017	-9.55547186775001	-2.27300192645515	0
ENSG00000204518	0	0	0	0	0	0	0	0	0	0
ENSG00000188984	0	0	0	0	0	0	0	0	0	0
ENSG00000157330	0	0	0	0	0	0	0	0	0	0
ENSG00000116726	0	0	0	0	0	0	0	0	0	0
ENSG00000116721	0	0	0	0	0	0	0	0	0	0
ENSG00000204513	0	0	0	0	0	0	0	0	0	0
ENSG00000179172	0	0	0	0	0	0	0	0	0	0
ENSG00000120952	0	0	0	0	0	0	0	0	0	0
ENSG00000243073	0	0	0	0	0	0	0	0	0	0
ENSG00000187545	0	0	0	0	0	0	0	0	0	0
ENSG00000204510	0	0	0	0	0	0	0	0	0	0
ENSG00000232423	0	0	0	0	0	0	0	0	0	0
ENSG00000204508	0	0	0	0	0	0	0	0	0	0
ENSG00000229571	0	0	0	0	0	0	0	0	0	0
ENSG00000204503	0	0	0	0	0	0	0	0	0	0
ENSG00000204502	0	0	0	0	0	0	0	0	0	0
ENSG00000182330	0	0	0	0	0	0	0	0	0	0
ENSG00000204501	0	0	0	0	0	0	0	0	0	0
ENSG00000204495	0	0	0	0	0	0	0	0	0	0
ENSG00000204491	0	0	0	0	0	0	0	0	0	0
ENSG00000204488	0	0	0	0	0	0	0	0	0	0
ENSG00000204486	0	0	0	0	0	0	0	0	0	0
ENSG00000157358	0	0	0	0	0	0	0	0	0	0
ENSG00000204481	0	0	0	0	0	0	0	0	0	0
ENSG00000204480	0	0	0	0	0	0	0	0	0	0
ENSG00000204479	0	0	0	0	0	0	0	0	0	0
ENSG00000204478	0	0	0	0	0	0	0	0	0	0
ENSG00000162494	0	0	0	0	0	0	0	0	0	0
ENSG00000162493	-20.0838479725936	-11.6853010359579	-13.2837452976885	-23.089269416223	-23.0876010843783	8.61609823107972	-11.1162287349891	14.4592495060187	0	3.99310728014639
ENSG00000116731	0	0	0	0	0	0	0	0	0	0
ENSG00000189337	0	0	0	0	0	0	0	0	0	0
ENSG00000171729	0	0	0	0	0	0	0	0	0	0
ENSG00000204464	0	0	0	0	0	0	0	0	0	0
ENSG00000142621	0	0	0	0	0	0	0	0	0	0
ENSG00000142634	0	13.3342354091481	-8.49171433115667	0	10.9564306278662	-6.4747264143364	-8.12531757214576	-3.01899672524166	0	-4.70698499240356
ENSG00000162438	0	0	0	0	0	0	0	0	0	0
ENSG00000142615	0	0	0	0	0	0	0	0	0	0
ENSG00000215704	0	0	0	0	0	0	0	0	0	0
ENSG00000132906	0	0	0	0	0	0	0	0	0	0
ENSG00000116138	0	0	0	0	0	0	0	0	0	0
ENSG00000116771	0	0	0	0	0	0	0	0	0	0
ENSG00000197312	0	0	0	0	0	0	0	0	0	0
ENSG00000215695	5.56388786500978	2.49028847365198	-4.95396678540112	-2.77429873868667	2.42071204213555	0	-3.9613437147592	-4.29871171645802	0	0
ENSG00000116786	5.71078862133191	0	0	0	0	0	0	0	0	0
ENSG00000162461	0	0	0	0	0	0	0	0	0	0
ENSG00000162460	0	0	0	0	0	0	0	0	0	0
ENSG00000162458	31.6425361079596	-18.5371908926473	-2.4973873094734	-8.51661440406282	-9.73203816925876	-8.47968392224109	-16.6445035685983	-26.4447022094618	-5.3710008661128	-8.86477514660794
ENSG00000065526	0	0	0	0	0	0	0	0	0	0
ENSG00000116809	0	0	0	0	0	0	0	0	0	0
ENSG00000183888	0	0	0	0	0	0	0	0	0	0
ENSG00000173641	31.6425361079596	-20.5644792884376	-20.6812798094299	-11.2100427472872	-8.00671032816036	-11.1161693987367	-16.9165376834391	-28.3668181040408	-7.43386616838653	-10.6126088387891
ENSG00000186510	0	0	0	0	0	0	0	0	0	0
ENSG00000184908	0	0	0	0	0	0	0	0	0	0
ENSG00000185519	0	0	0	0	0	0	0	0	0	0
ENSG00000142627	0	0	0	0	0	0	0	0	0	0
ENSG00000142632	0	0	0	0	0	0	0	0	0	0
ENSG00000204377	0	0	0	0	0	0	0	0	0	0
ENSG00000132881	0	0	0	0	0	0	0	0	0	0
ENSG00000037637	0	0	0	0	0	0	0	0	0	0
ENSG00000055070	0	0	-3.42307866715926	0	2.24602698580908	0	-3.53509019948129	0	0	0
ENSG00000187144	0	0	0	0	0	0	0	0	0	0
ENSG00000157191	-12.0484770152486	8.88980152195252	0	0	5.95799415574815	0	0	0	0	0
ENSG00000268674	0	0	0	0	0	0	0	0	0	0
ENSG00000219481	0	0	0	0	0	0	0	0	0	0
ENSG00000237847	0	0	0	0	0	0	0	0	0	0
ENSG00000268991	0	0	0	0	0	0	0	0	0	0
ENSG00000058453	0	0	0	0	0	0	0	0	0	0
ENSG00000117122	-21.0196156962229	-31.6425361079596	-12.6708319875915	-11.3864678839436	-7.59889670988663	26.7369554882086	-24.2304176612423	15.5515988496095	-2.11230263821122	-2.92551664191811
ENSG00000159363	0	7.83209328607567	0	0	0	0	0	0	0	0
ENSG00000117118	7.67969184504449	-2.19230644336105	-5.14222840303402	-4.7146705723957	0	0	0	0	0	0
ENSG00000117115	0	0	0	0	0	0	0	0	0	0
ENSG00000142623	0	0	0	0	0	0	0	0	0	0
ENSG00000142619	0	0	0	0	0	0	0	0	0	0
ENSG00000159339	0	0	0	0	0	0	0	0	0	0
ENSG00000179051	0	6.32481490388115	0	0	2.06283769186972	0	0	0	0	0
ENSG00000074964	12.1510149542419	0	-7.78131782528203	-3.76875692580898	0	-8.47018332550992	-13.9411205994058	-3.09288050452665	-2.21592630941103	-6.52762862312332
ENSG00000117148	0	0	0	0	0	0	0	0	0	0
ENSG00000117154	0	0	0	0	0	0	0	0	0	0
ENSG00000179023	0	0	0	0	0	0	0	0	0	0
ENSG00000009709	0	0	0	0	0	0	0	0	0	0
ENSG00000179002	0	0	0	0	0	0	0	0	0	0
ENSG00000159423	0	0	0	0	0	0	0	0	0	0
ENSG00000169991	0	0	0	0	0	0	0	0	0	0
ENSG00000127481	6.51189670767875	-3.21544581179422	0	-2.7425653944833	0	0	-2.64966018266232	0	0	0
ENSG00000127463	0	0	4.12507400312444	0	0	0	-2.95423741589947	-2.40085869996805	0	0
ENSG00000053372	3.07867169683958	0	0	-2.95364301937022	2.09807997134704	0	-3.50255266090502	0	0	0
ENSG00000162482	0	0	0	0	0	0	0	0	0	0
ENSG00000053371	0	-2.41272479974353	-3.35207240647018	0	0	2.17266627148895	-2.73899903135176	0	0	0
ENSG00000040487	0	0	0	0	0	0	0	0	0	0
ENSG00000077549	13.8631317628711	3.09671767640399	-3.21214419378065	0	13.5033327957109	-8.85828562043612	-3.90186390336792	-6.5437738252081	-2.545904360953	0
ENSG00000173436	9.30444878260143	-2.92253269370021	0	2.11041674735858	0	0	-4.94707810452069	-2.59108485586685	0	0
ENSG00000158747	-11.2042217847459	-23.9913788341477	-5.59676342330059	-10.5025808655416	-10.4875077615384	22.1950694562488	-16.1113625591479	22.2918608743965	-3.9048924776164	0
ENSG00000158748	0	0	0	0	0	0	0	0	0	0
ENSG00000162542	0	0	0	0	0	0	0	0	0	0
ENSG00000178828	0	0	0	0	0	0	0	0	0	0
ENSG00000169914	0	0	0	0	0	0	0	0	0	0
ENSG00000188784	0	0	0	0	0	0	0	0	0	0
ENSG00000188257	0	0	0	0	0	0	0	0	0	0
ENSG00000127472	0	0	0	0	0	0	0	0	0	0
ENSG00000117215	0	12.8305030410452	0	0	0	0	0	0	0	0
ENSG00000158786	0	0	0	0	0	0	0	0	0	0
ENSG00000187980	0	0	0	0	0	0	0	0	0	0
ENSG00000162543	0	0	0	0	0	0	0	0	0	0
ENSG00000158816	0	0	0	0	0	0	0	0	0	0
ENSG00000162545	0	-29.2945661705116	-5.59892596329953	-5.25439487792028	-13.1036473867911	13.077782148988	-7.02060876566047	9.23568726432794	0	0
ENSG00000090432	0	0	0	0	0	0	0	0	0	0
ENSG00000183114	0	0	0	0	0	0	0	0	0	0
ENSG00000158825	0	0	0	0	0	0	0	0	0	0
ENSG00000158828	11.501158239835	-5.46356751543721	-2.94339610151267	-2.27731685071267	-4.38400906540083	0	-3.8488427615989	0	0	0
ENSG00000244038	-5.69578278279317	-8.96156702055865	0	-4.74519789531348	0	17.0100346503246	-8.87509370069897	8.78299108738498	-2.48725516449034	-2.88120867801445
ENSG00000117245	0	0	0	0	0	0	0	0	0	0
ENSG00000189410	0	0	0	0	0	0	0	0	0	0
ENSG00000127483	4.14261121298627	-3.89386670074759	-2.44046243518439	0	0	0	-3.6810136951251	0	0	0
ENSG00000075151	-2.99953624492366	0	-4.2685431947432	-3.05782973041064	0	4.41868154869699	0	3.28392080163967	0	0
ENSG00000117298	-15.5944485697645	-12.9064830485188	24.3107276459267	-11.1392843663583	0	-3.90602374480661	7.71092624604435	0	0	12.6512117116646
ENSG00000142794	0	0	0	0	0	0	0	0	0	0
ENSG00000162551	0	0	0	0	0	0	0	0	0	0
ENSG00000076864	0	0	0	0	0	0	0	0	0	0
ENSG00000090686	0	0	-3.49806734523496	-2.18955163732062	0	0	0	2.20501524668793	-3.87178123742428	0
ENSG00000187942	0	0	0	0	0	0	0	0	0	0
ENSG00000142798	25.7018962413718	-24.5049008456876	0	-11.3327441002301	-9.55750093696672	-4.69638675526514	0	0	0	-3.72097189154179
ENSG00000219073	0	0	0	0	0	0	0	0	0	0
ENSG00000142789	0	0	0	0	0	0	0	0	0	0
ENSG00000070831	-2.98231585540598	10.2192238646402	0	0	10.0587280196596	-2.66680498529175	0	0	0	0
ENSG00000162552	0	0	0	0	0	0	0	0	0	0
ENSG00000184677	0	0	0	0	0	0	0	0	0	0
ENSG00000070886	0	0	0	0	0	0	0	0	0	0
ENSG00000173372	-12.8477468120041	31.6425361079596	-5.77310677498277	0	0	-10.1964698968587	-8.0217453011049	-8.54778668561753	0	-4.20344994883344
ENSG00000159189	-13.8301880455166	31.6425361079596	-6.54759882590039	-5.55514723176454	0	-12.0647936809138	-7.8748212641916	-9.05358650670522	0	-2.88207087863355
ENSG00000173369	-12.2576087322029	31.6425361079596	-5.34726942603975	-4.36175681188512	3.56602035238286	-11.7859349378925	-7.37884260557122	-8.5467418629338	0	0
ENSG00000133216	0	0	0	0	0	0	0	0	0	0
ENSG00000215906	0	0	0	0	0	0	0	0	0	0
ENSG00000227868	0	0	0	0	0	0	0	0	0	0
ENSG00000004487	0	0	0	0	0	0	0	0	0	0
ENSG00000169641	4.38581493223902	-5.37635701542258	3.55372933067689	-7.85051540942932	-3.22789037968513	0	3.81567300948418	-5.48818374722763	-2.18441326920474	0
ENSG00000179546	0	0	0	0	0	0	0	0	0	0
ENSG00000125944	8.69381941955853	-7.92084580507998	-2.67788360364943	0	-2.66780019042238	0	-5.74874174233537	0	0	0
ENSG00000125945	0	0	0	0	0	0	0	0	0	0
ENSG00000249087	0	0	0	0	0	0	0	0	0	0
ENSG00000204219	12.8819309524828	-19.9073425514337	-20.5593107002947	-9.87540935466081	-8.01785984970052	3.88475126818677	-31.6425361079596	0	-3.43722840683092	-11.6780393737316
ENSG00000088280	0	0	0	0	0	0	0	0	0	0
ENSG00000007968	0	0	0	0	0	0	0	0	0	0
ENSG00000117318	-2.56912149054409	-23.6856850465356	16.3597638718899	-11.8771279728887	-9.91892352778437	14.6773980851993	9.05028362085611	0	0	-3.13981544346892
ENSG00000197880	0	0	0	0	0	0	0	0	0	0
ENSG00000142676	-7.93181614168736	8.53394343883312	8.83143863224577	19.5047373682847	17.1101010568534	-3.39686412390382	0	5.27696733581134	0	0
ENSG00000011007	0	0	0	0	0	0	0	0	0	0
ENSG00000057757	0	0	0	0	0	0	-3.22852466545483	0	0	0
ENSG00000011009	-4.30594639216505	0	2.38934870030833	2.33998764182933	3.01903355996109	0	0	0	0	0
ENSG00000117308	0	0	0	0	0	0	0	0	0	0
ENSG00000117305	-6.14748146995327	5.70848473553257	-2.35051288667408	0	2.73940446373986	0	5.13768695482474	0	0	2.26854002204421
ENSG00000179163	-18.5930484790953	0	-3.08128220649733	-6.49625302024478	0	22.6686587566089	-5.64072142377162	11.3350260866915	-3.96650209323037	0
ENSG00000188822	0	0	0	0	0	0	0	0	0	0
ENSG00000189266	3.07374917185847	-5.11825334982836	0	0	0	0	0	0	0	0
ENSG00000188529	13.6914662593647	-5.24540338934901	-5.03700027317815	0	0	-3.55237875964182	-4.50916026409497	-3.24653760485184	-2.60541210571747	0
ENSG00000142661	0	0	0	0	0	0	0	0	0	0
ENSG00000142677	0	0	0	0	0	0	0	0	0	0
ENSG00000185436	0	0	0	0	0	0	0	0	0	0
ENSG00000158055	0	0	0	0	0	0	0	0	0	0
ENSG00000001460	0	0	0	0	0	0	0	0	0	0
ENSG00000001461	0	0	0	0	0	0	0	0	0	0
ENSG00000117602	0	0	0	0	0	0	0	0	0	0
ENSG00000184454	0	0	0	0	0	0	0	0	0	0
ENSG00000133226	7.58768354684019	-2.24353006714606	-2.79665963039792	0	0	0	-3.08049094067392	0	0	0
ENSG00000169504	31.6425361079596	-9.30918924615504	0	-9.25070224498208	-5.63684558421444	-13.4183283638788	0	-9.74076951971768	0	0
ENSG00000020633	0	0	0	0	0	0	0	0	0	0
ENSG00000117614	0	0	0	0	0	0	0	0	0	0
ENSG00000117616	0	4.03847285543148	-5.17140352551509	0	0	0	3.2168447334258	3.38482886731917	0	0
ENSG00000187010	0	0	0	0	0	0	0	0	0	0
ENSG00000183726	-8.67731620283267	4.09171409243234	0	2.09068313813141	0	3.99001936581328	2.89061106252779	0	0	0
ENSG00000188672	0	0	0	0	0	0	0	0	0	0
ENSG00000204178	6.35380144725203	-3.66295721818681	0	-5.39522903120739	0	-2.66764298439903	0	0	0	0
ENSG00000157978	0	0	0	0	0	0	0	0	0	0
ENSG00000117643	-18.7589591255941	9.66238870843904	0	-4.4893137946312	0	8.13706244779599	-6.21494333532817	3.06363621934143	-2.51404484633639	0
ENSG00000162430	-5.88634084999915	0	0	-7.89197956027309	-4.22063415389062	3.94736438341856	-4.80390214973023	5.75980695261552	0	0
ENSG00000117640	4.73500840363806	-2.8379958590321	-4.57354829328009	0	0	0	-2.56356081862187	0	0	-2.93657060067202
ENSG00000127423	0	0	0	0	0	0	0	0	0	0
ENSG00000182749	0	0	0	0	0	0	0	0	0	0
ENSG00000117632	-8.65386642002945	4.54292663341304	4.42314790561897	0	0	0	3.63589714955926	0	4.43298076806862	0
ENSG00000158006	0	0	0	0	0	0	0	0	0	0
ENSG00000158008	0	0	0	0	0	0	0	0	0	0
ENSG00000158014	0	0	0	0	0	0	0	0	0	0
ENSG00000158022	0	0	0	0	0	0	0	0	0	0
ENSG00000175087	0	0	0	0	0	0	0	0	0	0
ENSG00000197245	0	0	0	0	0	0	0	0	0	0
ENSG00000142684	0	0	0	0	2.28258479217877	0	0	0	0	0
ENSG00000142675	0	0	0	0	0	0	0	0	0	0
ENSG00000188782	0	0	0	0	0	0	0	0	0	0
